"accession_no","sequence_name","gene","sublineage","state","analyses"
"FJ784855","duck_Hunan_3315_2006","HA","2.3.4",".","Sub_H5N1"
"CY098688","Hunan_1_2008","HA","2.3.4",".","Sub_H5N1"
"FJ784848","duck_Hunan_1930_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784850","duck_Hunan_1994_2007","HA","2.3.4",".","Sub_H5N1"
"HM172101","shrike_Tibet_13_2006","HA","2.3.4",".","Sub_H5N1"
"HM172086","chicken_Tibet_6_2008","HA","2.3.4",".","Sub_H5N1"
"CY098648","Sichuan_3_2006","HA","2.3.4",".","Sub_H5N1"
"HM172069","chicken_Sichuan_81_2005","HA","2.3.4",".","Sub_H5N1"
"CY098723","Hunan_1_2009","HA","2.3.4",".","Sub_H5N1"
"CY098737","Guizhou_1_2009","HA","2.3.4",".","Sub_H5N1"
"CY098751","Hunan_2_2009","HA","2.3.4",".","Sub_H5N1"
"CY030889","duck_Yunnan_5310_2006","HA","2.3.4",".","Sub_H5N1"
"CY030945","goose_Yunnan_5540_2006","HA","2.3.4",".","Sub_H5N1"
"CY030985","goose_Yunnan_6384_2006","HA","2.3.4",".","Sub_H5N1"
"CY030969","goose_Yunnan_5979_2006","HA","2.3.4",".","Sub_H5N1"
"CY098792","duck_feces_Hebei_5_2009","NA","2.3.4",".","Sub_H5N1"
"CY098768","water_Hebei_1_2009","NA","2.3.4",".","Sub_H5N1"
"CY098711","Beijing_1_2009","NA","2.3.4",".","Sub_H5N1"
"CY098784","water_Hebei_3_2009","NA","2.3.4",".","Sub_H5N1"
"GU596986","duck_Shandong_009_2008","NA","2.3.4",".","Sub_H5N1"
"GU727679","duck_Eastern_China_909_2009","NA","2.3.4",".","Sub_H5N1"
"FJ784762","chicken_Anhui_1089_2007","NA","2.3.4",".","Sub_H5N1"
"CY098847","water_Hunan_3_2009","NA","2.3.4",".","Sub_H5N1"
"HM172195","chicken_Hunan_1_2009","NA","2.3.4",".","Sub_H5N1"
"GQ202209","tree_sparrow_Jiangsu_1_2008","NA","2.3.4",".","Sub_H5N1"
"KC683527","swine_Jiangsu_2_2009","NA","2.3.4",".","Sub_H5N1"
"EPI280144","Jiangsu_1_2007","NA","2.3.4",".","Sub_H5N1"
"CY098704","Guangdong_1_2008","NA","2.3.4",".","Sub_H5N1"
"CY098718","Shandong_1_2009","NA","2.3.4",".","Sub_H5N1"
"EF124270","duck_Fujian_671_2006","NA","2.3.4",".","Sub_H5N1"
"EF124269","duck_Fujian_668_2006","NA","2.3.4",".","Sub_H5N1"
"CY036143","chestnut_munia_Hong_Kong_2442_2007","NA","2.3.4",".","Sub_H5N1"
"CY036135","scaly_breasted_munia_Hong_Kong_2433_2007","NA","2.3.4",".","Sub_H5N1"
"CY036159","long_tailed_shrike_Hong_Kong_2762_2007","NA","2.3.4",".","Sub_H5N1"
"CY098683","Anhui_1_2007","NA","2.3.4",".","Sub_H5N1"
"GU182216","environment_Hunan_1_8_2007","NA","2.3.4",".","Sub_H5N1"
"EU128239","Anhui_1_2005","NA","2.3.4",".","Sub_H5N1"
"FJ784763","chicken_Henan_1362_2006","NA","2.3.4",".","Sub_H5N1"
"FJ784771","chicken_Hubei_2856_2007","NA","2.3.4",".","Sub_H5N1"
"HM172166","duck_Hubei_49_2005","NA","2.3.4",".","Sub_H5N1"
"EF124302","duck_Guiyang_3834_2005","NA","2.3.4",".","Sub_H5N1"
"EF124303","duck_Guiyang_3996_2005","NA","2.3.4",".","Sub_H5N1"
"EF124237","chicken_Guiyang_3721_2005","NA","2.3.4",".","Sub_H5N1"
"EF124241","duck_Guiyang_497_2006","NA","2.3.4",".","Sub_H5N1"
"EF124240","duck_Guiyang_293_2006","NA","2.3.4",".","Sub_H5N1"
"EU594351","duck_Hubei_Hangmei01_2006","NA","2.3.4",".","Sub_H5N1"
"KP638524","wildbird_Anhui_82_2005","NA","2.3.4",".","Sub_H5N1"
"HM172182","duck_Anhui_1_06","NA","2.3.4",".","Sub_H5N1"
"HM172165","Anhui_2_2005","NA","2.3.4",".","Sub_H5N1"
"GU182184","environment_Hunan_6_69_2008","NA","2.3.4",".","Sub_H5N1"
"CY036063","crested_goshawk_Hong_Kong_458_2007","NA","2.3.4",".","Sub_H5N1"
"CY036055","scaly_breasted_munia_Hong_Kong_45_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784764","duck_Henan_1647_2006","NA","2.3.4",".","Sub_H5N1"
"FJ784772","duck_Hubei_2911_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784773","chicken_Hubei_3002_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784774","chicken_Hunan_3157_2006","NA","2.3.4",".","Sub_H5N1"
"KC690158","domestic_green_winged_teal_Hunan_3450_2006","NA","2.3.4",".","Sub_H5N1"
"FJ784761","duck_Hunan_689_2006","NA","2.3.4",".","Sub_H5N1"
"GU220788","lesser_kestrel_Heilongjiang_194_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784769","duck_Hunan_1964_2007","NA","2.3.4",".","Sub_H5N1"
"EF124255","duck_Hunan_856_2006","NA","2.3.4",".","Sub_H5N1"
"JX094832","turtle_dove_Guangdong_300_2005","NA","2.3.4",".","Sub_H5N1"
"HM172202","chicken_Tibet_6_2008","NA","2.3.4",".","Sub_H5N1"
"CY030947","goose_Yunnan_5540_2006","NA","2.3.4",".","Sub_H5N1"
"CY030987","goose_Yunnan_6384_2006","NA","2.3.4",".","Sub_H5N1"
"CY030891","duck_Yunnan_5310_2006","NA","2.3.4",".","Sub_H5N1"
"HM172167","chicken_Sichuan_81_2005","NA","2.3.4",".","Sub_H5N1"
"HM172174","shrike_Tibet_13_2006","NA","2.3.4",".","Sub_H5N1"
"CY098650","Sichuan_3_2006","NA","2.3.4",".","Sub_H5N1"
"EF124203","common_magpie_Hong_Kong_645_2006","NA","2.3.4",".","Sub_H5N1"
"CY098623","Zhejiang_1_2006","NA","2.3.4",".","Sub_H5N1"
"HM172168","goose_Hubei_65_2005","NA","2.3.4",".","Sub_H5N1"
"CY098611","Sichuan_1_2006","NA","2.3.4",".","Sub_H5N1"
"CY098605","Sichuan_2_2006","NA","2.3.4",".","Sub_H5N1"
"CY098643","Hubei_1_2006","NA","2.3.4",".","Sub_H5N1"
"DQ520853","chicken_Zhejiang_24_2005","NA","2.3.4",".","Sub_H5N1"
"EF124202","crested_myna_Hong_Kong_540_2006","NA","2.3.4",".","Sub_H5N1"
"EU195402","mallard_Huadong_lk_2005","NA","2.3.4",".","Sub_H5N1"
"EU329179","wild_duck_Hunan_021_2005","NA","2.3.4",".","Sub_H5N1"
"KP233706","duck_Hunan_316_2005","NA","2.3.4",".","Sub_H5N1"
"EF124244","goose_Shantou_18442_2005","NA","2.3.4",".","Sub_H5N1"
"HM172200","duck_Jiangxi_80_2005","NA","2.3.4",".","Sub_H5N1"
"CY098824","environment_Guizhou_9_2009","NA","2.3.4",".","Sub_H5N1"
"CY098739","Guizhou_1_2009","NA","2.3.4",".","Sub_H5N1"
"CY098753","Hunan_2_2009","NA","2.3.4",".","Sub_H5N1"
"CY098725","Hunan_1_2009","NA","2.3.4",".","Sub_H5N1"
"HM172188","chicken_Guizhou_7_2008","NA","2.3.4",".","Sub_H5N1"
"DQ842488","goose_Guangzhou_471_2006","NA","2.3.4",".","Sub_H5N1"
"EF124239","chicken_Guiyang_29_2006","NA","2.3.4",".","Sub_H5N1"
"EF124229","duck_Guangxi_150_2006","NA","2.3.4",".","Sub_H5N1"
"EF124228","duck_Guangxi_5457_2005","NA","2.3.4",".","Sub_H5N1"
"EF124224","duck_Guangxi_5075_2005","NA","2.3.4",".","Sub_H5N1"
"CY030899","duck_Yunnan_6490_2006","NA","2.3.4",".","Sub_H5N1"
"CY030979","goose_Yunnan_6193_2006","NA","2.3.4",".","Sub_H5N1"
"EF124225","duck_Guangxi_5165_2005","NA","2.3.4",".","Sub_H5N1"
"EF124236","duck_Guangxi_804_2006","NA","2.3.4",".","Sub_H5N1"
"EF124226","duck_Guangxi_5270_2005","NA","2.3.4",".","Sub_H5N1"
"EF124233","goose_Guangxi_582_2006","NA","2.3.4",".","Sub_H5N1"
"EF124234","duck_Guangxi_619_2006","NA","2.3.4",".","Sub_H5N1"
"EF124222","duck_Guangxi_4830_2005","NA","2.3.4",".","Sub_H5N1"
"CY098617","Hunan_1_2006","NA","2.3.4",".","Sub_H5N1"
"EF124221","goose_Guangxi_4513_2005","NA","2.3.4",".","Sub_H5N1"
"EF124219","goose_Guangxi_4289_2005","NA","2.3.4",".","Sub_H5N1"
"CY098586","Guangxi_1_2005","NA","2.3.4",".","Sub_H5N1"
"EF124251","duck_Hunan_5152_2005","NA","2.3.4",".","Sub_H5N1"
"EF124250","duck_Hunan_5106_2005","NA","2.3.4",".","Sub_H5N1"
"EF124266","chicken_Fujian_11933_2005","NA","2.3.4",".","Sub_H5N1"
"EF124268","chicken_Fujian_584_2006","NA","2.3.4",".","Sub_H5N1"
"EF124267","duck_Fujian_12032_2005","NA","2.3.4",".","Sub_H5N1"
"EF124248","chicken_Shantou_3840_2006","NA","2.3.4",".","Sub_H5N1"
"EF124243","duck_Shantou_13323_2005","NA","2.3.4",".","Sub_H5N1"
"EF124245","chicken_Shantou_1233_2006","NA","2.3.4",".","Sub_H5N1"
"EF124258","duck_Fujian_9713_2005","NA","2.3.4",".","Sub_H5N1"
"EF124257","duck_Fujian_9651_2005","NA","2.3.4",".","Sub_H5N1"
"DQ095669","Duck_Fujian_1734_05","NA","2.3.4",".","Sub_H5N1"
"EF124246","goose_Shantou_3265_2006","NA","2.3.4",".","Sub_H5N1"
"EF124273","goose_Guangxi_532_2006","NA","2.3.4",".","Sub_H5N1"
"HM172170","chicken_Hunan_21_2005","NA","2.3.4",".","Sub_H5N1"
"EF124227","goose_Guangxi_5414_2005","NA","2.3.4",".","Sub_H5N1"
"EF124254","duck_Hunan_344_2006","NA","2.3.4",".","Sub_H5N1"
"KC261477","chicken_Eastern_China_ZG16_2010","NA","2.3.4",".","Sub_H5N1"
"KC261475","chicken_Eastern_China_ZG56_2011","NA","2.3.4",".","Sub_H5N1"
"KC261476","chicken_North_China_k0604_2010","NA","2.3.4",".","Sub_H5N1"
"AB521160","peregrine_falcon_Hong_Kong_810_2009","NA","2.3.4",".","Sub_H5N1"
"CY036271","peregrine_falcon_Hong_Kong_2142_2008","NA","2.3.4",".","Sub_H5N1"
"KC261474","goose_Eastern_China_223_2008","NA","2.3.4",".","Sub_H5N1"
"KC261473","duck_Eastern_China_057_2007","NA","2.3.4",".","Sub_H5N1"
"CY098676","Fujian_1_2007","NA","2.3.4",".","Sub_H5N1"
"HM172169","chicken_Fujian_1_2007","NA","2.3.4",".","Sub_H5N1"
"HM172203","duck_Hunan_11_2007","NA","2.3.4",".","Sub_H5N1"
"HM172177","duck_Hunan_29_2006","NA","2.3.4",".","Sub_H5N1"
"EF124272","chicken_Guangxi_463_2006","NA","2.3.4",".","Sub_H5N1"
"EF124335","goose_Guangxi_1633_2006","NA","2.3.4",".","Sub_H5N1"
"EF124336","duck_Guangxi_1830_2006","NA","2.3.4",".","Sub_H5N1"
"EF124339","duck_Guangxi_2143_2006","NA","2.3.4",".","Sub_H5N1"
"EF124337","goose_Guangxi_1898_2006","NA","2.3.4",".","Sub_H5N1"
"CY030939","goose_Yunnan_5141_2006","NA","2.3.4",".","Sub_H5N1"
"EF124232","duck_Guangxi_392_2006","NA","2.3.4",".","Sub_H5N1"
"GU050335","avian_Hong_Kong_2372_2007","NA","2.3.4",".","Sub_H5N1"
"CY036071","house_crow_Hong_Kong_719_2007","NA","2.3.4",".","Sub_H5N1"
"CY098697","Guangxi_1_2008","NA","2.3.4",".","Sub_H5N1"
"EF124331","duck_Guangxi_1258_2006","NA","2.3.4",".","Sub_H5N1"
"EF124333","goose_Guangxi_1458_2006","NA","2.3.4",".","Sub_H5N1"
"EF124332","duck_Guangxi_1436_2006","NA","2.3.4",".","Sub_H5N1"
"EF124330","chicken_Guangxi_1212_2006","NA","2.3.4",".","Sub_H5N1"
"EF124235","duck_Guangxi_744_2006","NA","2.3.4",".","Sub_H5N1"
"EF124230","goose_Guangxi_224_2006","NA","2.3.4",".","Sub_H5N1"
"CY030883","duck_Yunnan_4873_2006","NA","2.3.4",".","Sub_H5N1"
"CY030923","goose_Yunnan_4389_2006","NA","2.3.4",".","Sub_H5N1"
"HM172186","duck_Yunnan_47_2006","NA","2.3.4",".","Sub_H5N1"
"CY030907","goose_Yunnan_3798_2006","NA","2.3.4",".","Sub_H5N1"
"FJ784768","duck_Hunan_1930_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784770","duck_Hunan_1994_2007","NA","2.3.4",".","Sub_H5N1"
"CY098690","Hunan_1_2008","NA","2.3.4",".","Sub_H5N1"
"FJ784767","chicken_Hunan_1793_2007","NA","2.3.4",".","Sub_H5N1"
"FJ784775","duck_Hunan_3315_2006","NA","2.3.4",".","Sub_H5N1"
"EF124193","munia_Hong_Kong_2454_2006","NA","2.3.4",".","Sub_H5N1"
"CY098598","Fujian_1_2005","NA","2.3.4",".","Sub_H5N1"
"AB462297","Shanghai_1_2006","NA","2.3.4",".","Sub_H5N1"
"EPI280104","Guangdong_1_2006","NA","2.3.4",".","Sub_H5N1"
"EPI280032","Anhui_1_2006","NA","2.3.4",".","Sub_H5N1"
"HM172175","duck_Anhui_56_2005","NA","2.3.4",".","Sub_H5N1"
"EU195394","mallard_Huadong_S_2005","NA","2.3.4",".","Sub_H5N1"
"DQ842490","Guangzhou_1_2006","NA","2.3.4",".","Sub_H5N1"
"EF124306","duck_Guiyang_3242_2005","NA","2.3.4",".","Sub_H5N1"
"EF124305","chicken_Guiyang_3055_2005","NA","2.3.4",".","Sub_H5N1"
"EF670480","duck_Hunan_15_2004","NA","2.3.4",".","Sub_H5N1"
"MF116313","chicken_China_E96_2012","HA","7",".","Sub_H5N1"
"MF116312","chicken_China_E93_2012","HA","7",".","Sub_H5N1"
"KX160156","chicken_Gansu_6_2012","HA","7",".","Sub_H5N1"
"EPI553223","Chicken_Shandong_J02_2009","HA","7",".","Sub_H5N1"
"JX534549","wild_duck_Shandong_1_2011","HA","7",".","Sub_H5N1"
"EPI553276","Chicken_Shandong_J03_2009","HA","7",".","Sub_H5N1"
"EPI594523","environment_Hubei_950_2013","HA","7",".","Sub_H5N1"
"KX160193","chicken_Ningxia_2_2012","HA","7",".","Sub_H5N1"
"KF638579","chicken_Ningxia_222_2012","HA","7",".","Sub_H5N1"
"KX160148","chicken_Gansu_5_2012","HA","7",".","Sub_H5N1"
"EPI553292","Chicken_Shandong_J05_2009","HA","7",".","Sub_H5N1"
"EPI553284","Chicken_Shandong_J04_2009","HA","7",".","Sub_H5N1"
"KX160186","chicken_Liaoning_S4092_2011","HA","7",".","Sub_H5N1"
"EPI593013","environment_Guizhou_00320_2013","HA","7",".","Sub_H5N1"
"HM172081","chicken_Hebei_8_2009","HA","7",".","Sub_H5N1"
"HQ677023","chicken_Huadong_4_2008","HA","7",".","Sub_H5N1"
"KC683522","swine_Jiangsu_1_2008","HA","7",".","Sub_H5N1"
"HM172092","chicken_Jiangsu_18_2008","HA","7",".","Sub_H5N1"
"GU182230","environment_Hunan_1_12_2007","HA","7",".","Sub_H5N1"
"GU182246","environment_Hunan_2_1_2007","HA","7",".","Sub_H5N1"
"GU182238","environment_Hunan_2_16_2007","HA","7",".","Sub_H5N1"
"HM172073","chicken_Shandong_10_2006","HA","7",".","Sub_H5N1"
"HM172077","chicken_Liaoning_11_2006","HA","7",".","Sub_H5N1"
"HM172078","chicken_Liaoning_1_2007","HA","7",".","Sub_H5N1"
"EU195408","mallard_Huadong_hn_2005","HA","7",".","Sub_H5N1"
"EU243126","chicken_Hebei_706_2005","HA","7",".","Sub_H5N1"
"HM172080","chicken_Henan_7_2006","HA","7",".","Sub_H5N1"
"DQ914814","chicken_Shanxi_2_2006","HA","7",".","Sub_H5N1"
"HM172082","chicken_Shandong_5_2006","HA","7",".","Sub_H5N1"
"HM172076","chicken_Ningxia_24_2006","HA","7",".","Sub_H5N1"
"EU243146","chicken_Hebei_126_2005","HA","7",".","Sub_H5N1"
"HM172113","chicken_Shanxi_10_2006","HA","7",".","Sub_H5N1"
"EU243133","chicken_Hebei_102_2005","HA","7",".","Sub_H5N1"
"DQ343150","chicken_Hebei_326_2005","HA","7",".","Sub_H5N1"
"DQ992801","duck_Yunnan_5133_2005","HA","7",".","Sub_H5N1"
"DQ992805","goose_Yunnan_5539_2005","HA","7",".","Sub_H5N1"
"EU430511","domestic_green_winged_teal_Hunan_79_2005","HA","7",".","Sub_H5N1"
"EU430496","domestic_green_winged_teal_Hunan_67_2005","HA","7",".","Sub_H5N1"
"DQ992794","goose_Yunnan_3315_2005","HA","7",".","Sub_H5N1"
"HM172091","chicken_Xinjiang_27_2006","HA","7",".","Sub_H5N1"
"HM172090","chicken_Xinjiang_28_2006","HA","7",".","Sub_H5N1"
"HM172094","chicken_Xinjiang_53_2005","HA","7",".","Sub_H5N1"
"HM172099","chicken_Xinjiang_67_2005","HA","7",".","Sub_H5N1"
"HM172103","chicken_Xinjiang_78_2005","HA","7",".","Sub_H5N1"
"JQ277225","chicken_Sheny_0606_2008","HA","7",".","Sub_H5N1"
"HM172106","chicken_Xinjiang_68_2005","HA","7",".","Sub_H5N1"
"HM172111","chicken_Xinjiang_54_2005","HA","7",".","Sub_H5N1"
"HM172102","chicken_Xinjiang_17_2005","HA","7",".","Sub_H5N1"
"HM172108","chicken_Xinjiang_16_2005","HA","7",".","Sub_H5N1"
"EF587277","Beijing_01_2003","HA","7",".","Sub_H5N1"
"KX160157","chicken_Gansu_6_2012","NA","7",".","Sub_H5N1"
"KF638581","chicken_Ningxia_222_2012","NA","7",".","Sub_H5N1"
"KX160180","chicken_Liaoning_S4092_2011","NA","7",".","Sub_H5N1"
"EPI593013","environment_Guizhou_00320_2013","NA","7",".","Sub_H5N1"
"MF116322","chicken_China_E93_2012","NA","7",".","Sub_H5N1"
"MF116323","chicken_China_E96_2012","NA","7",".","Sub_H5N1"
"EPI594523","environment_Hubei_950_2013","NA","7",".","Sub_H5N1"
"EPI553292","Chicken_Shandong_J05_2009","NA","7",".","Sub_H5N1"
"EPI553223","Chicken_Shandong_J02_2009","NA","7",".","Sub_H5N1"
"JX534551","wild_duck_Shandong_1_2011","NA","7",".","Sub_H5N1"
"EPI553276","Chicken_Shandong_J03_2009","NA","7",".","Sub_H5N1"
"EPI553284","Chicken_Shandong_J04_2009","NA","7",".","Sub_H5N1"
"HM172197","chicken_Hebei_8_2009","NA","7",".","Sub_H5N1"
"HQ677024","chicken_Huadong_4_2008","NA","7",".","Sub_H5N1"
"KC683526","swine_Jiangsu_1_2008","NA","7",".","Sub_H5N1"
"HM172171","chicken_Jiangsu_18_2008","NA","7",".","Sub_H5N1"
"GU182248","environment_Hunan_2_1_2007","NA","7",".","Sub_H5N1"
"GU182224","environment_Hunan_1_35_2007","NA","7",".","Sub_H5N1"
"GU182232","environment_Hunan_1_12_2007","NA","7",".","Sub_H5N1"
"GU182240","environment_Hunan_2_16_2007","NA","7",".","Sub_H5N1"
"HM172193","chicken_Xinjiang_28_2006","NA","7",".","Sub_H5N1"
"HM172207","chicken_Xinjiang_27_2006","NA","7",".","Sub_H5N1"
"HM172184","chicken_Xinjiang_53_2005","NA","7",".","Sub_H5N1"
"HM172199","chicken_Xinjiang_67_2005","NA","7",".","Sub_H5N1"
"EF124300","duck_Yunnan_5236_2005","NA","7",".","Sub_H5N1"
"EF124218","goose_Yunnan_5539_2005","NA","7",".","Sub_H5N1"
"EU430510","domestic_green_winged_teal_Hunan_79_2005","NA","7",".","Sub_H5N1"
"EF124310","goose_Yunnan_3315_2005","NA","7",".","Sub_H5N1"
"HM172192","chicken_Xinjiang_68_2005","NA","7",".","Sub_H5N1"
"HM172198","chicken_Xinjiang_78_2005","NA","7",".","Sub_H5N1"
"HM172204","chicken_Xinjiang_54_2005","NA","7",".","Sub_H5N1"
"HM172176","chicken_Xinjiang_17_2005","NA","7",".","Sub_H5N1"
"HM172208","chicken_Xinjiang_16_2005","NA","7",".","Sub_H5N1"
"HM172196","chicken_Liaoning_11_2006","NA","7",".","Sub_H5N1"
"JQ277227","chicken_Sheny_0606_2008","NA","7",".","Sub_H5N1"
"HM172212","chicken_Shandong_10_2006","NA","7",".","Sub_H5N1"
"HM172172","chicken_Shanxi_10_2006","NA","7",".","Sub_H5N1"
"HM172206","chicken_Liaoning_1_2007","NA","7",".","Sub_H5N1"
"EU243127","chicken_Hebei_706_2005","NA","7",".","Sub_H5N1"
"EU195410","mallard_Huadong_hn_2005","NA","7",".","Sub_H5N1"
"HM172201","chicken_Henan_7_2006","NA","7",".","Sub_H5N1"
"HM172205","chicken_Ningxia_24_2006","NA","7",".","Sub_H5N1"
"DQ914816","chicken_Shanxi_2_2006","NA","7",".","Sub_H5N1"
"HM172194","chicken_Shandong_5_2006","NA","7",".","Sub_H5N1"
"EU243145","chicken_Hebei_126_2005","NA","7",".","Sub_H5N1"
"EU243134","chicken_Hebei_102_2005","NA","7",".","Sub_H5N1"
"DQ349118","chicken_Hebei_326_2005","NA","7",".","Sub_H5N1"
"EF587279","Beijing_01_2003","NA","7",".","Sub_H5N1"
"AB517661","house_crow_Hong_Kong_7677_2008","HA","2.3.4","Wild","Eco"
"AB517663","grey_heron_Hong_Kong_779_2009","HA","2.3.4","Wild","Eco"
"AB521161","large_billed_crow_Hong_Kong_885_2009","HA","2.3.4","Wild","Eco"
"AB521163","crested_myna_Hong_Kong_1178_2009","HA","2.3.4","Wild","Eco"
"AB557629","feral_pigeon_Hong_Kong_3409_2009","HA","2.3.4","Wild","Eco"
"AB557633","oriental_magpie_robin_Hong_Kong_9298_2009","HA","2.3.4","Wild","Eco"
"AY518362","duck_China_E319_2_03","HA","2.3.4","Domestic","Eco"
"AY651363","Dk_HN_5806_2003","HA","2.3.4","Domestic","Eco"
"AY651364","Dk_HN_303_2004","HA","2.3.4","Domestic","Eco"
"AY651365","Dk_HN_101_2004","HA","2.3.4","Domestic","Eco"
"AY651366","Ph_ST_44_2004","HA","2.3.4","Domestic","Eco"
"AY737289","chicken_Guangdong_191_04","HA","2.3.4","Domestic","Eco"
"AY737296","chicken_Guangdong_178_04","HA","2.3.4","Domestic","Eco"
"CY028961","silky_chicken_Shantou_475_2004","HA","2.3.4","Domestic","Eco"
"CY028969","duck_Hunan_533_2004","HA","2.3.4","Domestic","Eco"
"CY028970","duck_Hunan_733_2004","HA","2.3.4","Domestic","Eco"
"CY036045","peregrine_falcon_Hong_Kong_5211_2006","HA","2.3.4","Wild","Eco"
"CY036093","peregrine_falcon_Hong_Kong_1143_2007","HA","2.3.4","Wild","Eco"
"CY036173","common_magpie_Hong_Kong_5052_2007","HA","2.3.4","Wild","Eco"
"CY036181","Daurian_starling_Hong_Kong_1532_2007","HA","2.3.4","Wild","Eco"
"CY036189","house_crow_Hong_Kong_5288_2007","HA","2.3.4","Wild","Eco"
"CY036197","little_egret_Hong_Kong_8550_2007","HA","2.3.4","Wild","Eco"
"CY036205","little_egret_Hong_Kong_8863_2007","HA","2.3.4","Wild","Eco"
"CY036213","grey_heron_Hong_Kong_3088_2007","HA","2.3.4","Wild","Eco"
"CY036221","common_buzzard_Hong_Kong_9213_2007","HA","2.3.4","Wild","Eco"
"CY036229","black_crowned_night_heron_Hong_Kong_659_2008","HA","2.3.4","Wild","Eco"
"CY036237","great_egret_Hong_Kong_807_2008","HA","2.3.4","Wild","Eco"
"CY036245","grey_heron_Hong_Kong_1046_2008","HA","2.3.4","Wild","Eco"
"CY036253","magpie_robin_Hong_Kong_1097_2008","HA","2.3.4","Wild","Eco"
"CY036261","magpie_robin_Hong_Kong_1897_2008","HA","2.3.4","Wild","Eco"
"CY063318","great_crested_grebe_Qinghai_1_2009","HA","2.3.4","Wild","Eco"
"CY098744","Guangxi_1_2009","HA","2.3.4","Domestic","Eco"
"CY098853","water_Hunan_7_2009","HA","2.3.4","Domestic","Eco"
"CY146692","duck_Hunan_S4150_2011","HA","2.3.4","Domestic","Eco"
"CY146700","duck_Hunan_S4220_2011","HA","2.3.4","Domestic","Eco"
"CY146708","duck_Hunan_S4234_2011","HA","2.3.4","Domestic","Eco"
"DQ095627","Quail_Shantou_911_05","HA","2.3.4","Domestic","Eco"
"DQ095630","duck_Hunan_114_05","HA","2.3.4","Domestic","Eco"
"DQ320877","duck_Guangxi_351_2004","HA","2.3.4","Domestic","Eco"
"DQ320895","chicken_Guangxi_2461_2004","HA","2.3.4","Domestic","Eco"
"DQ320896","goose_Guangxi_345_2005","HA","2.3.4","Domestic","Eco"
"DQ320897","quail_Guangxi_575_2005","HA","2.3.4","Domestic","Eco"
"DQ320898","chicken_Guangxi_604_2005","HA","2.3.4","Domestic","Eco"
"DQ320899","duck_Guangxi_793_2005","HA","2.3.4","Domestic","Eco"
"DQ320900","duck_Guangxi_951_2005","HA","2.3.4","Domestic","Eco"
"DQ320902","duck_Hunan_127_2005","HA","2.3.4","Domestic","Eco"
"DQ320903","duck_Hunan_139_2005","HA","2.3.4","Domestic","Eco"
"DQ320905","duck_Hunan_152_2005","HA","2.3.4","Domestic","Eco"
"DQ320906","duck_Hunan_157_2005","HA","2.3.4","Domestic","Eco"
"DQ320910","chicken_Hunan_999_2005","HA","2.3.4","Domestic","Eco"
"DQ320911","duck_Hunan_1265_2005","HA","2.3.4","Domestic","Eco"
"DQ320912","duck_Hunan_1608_2005","HA","2.3.4","Domestic","Eco"
"DQ992715","duck_Guangxi_2926_2005","HA","2.3.4","Domestic","Eco"
"DQ992716","goose_Guangxi_3017_2005","HA","2.3.4","Domestic","Eco"
"DQ992717","duck_Guangxi_3085_2005","HA","2.3.4","Domestic","Eco"
"DQ992718","chicken_Guangxi_3154_2005","HA","2.3.4","Domestic","Eco"
"DQ992719","goose_Guangxi_3316_2005","HA","2.3.4","Domestic","Eco"
"DQ992721","duck_Guangxi_3548_2005","HA","2.3.4","Domestic","Eco"
"DQ992722","goose_Guangxi_3714_2005","HA","2.3.4","Domestic","Eco"
"DQ992723","duck_Guangxi_3741_2005","HA","2.3.4","Domestic","Eco"
"DQ992724","chicken_Guangxi_3791_2005","HA","2.3.4","Domestic","Eco"
"DQ992725","duck_Guangxi_3819_2005","HA","2.3.4","Domestic","Eco"
"DQ992726","duck_Guangxi_4016_2005","HA","2.3.4","Domestic","Eco"
"DQ992727","duck_Guangxi_4184_2005","HA","2.3.4","Domestic","Eco"
"DQ992728","duck_Guangxi_4196_2005","HA","2.3.4","Domestic","Eco"
"DQ992741","duck_Guangxi_89_2006","HA","2.3.4","Domestic","Eco"
"DQ992751","chicken_Guiyang_2147_2005","HA","2.3.4","Domestic","Eco"
"DQ992782","pheasant_Shantou_2239_2006","HA","2.3.4","Domestic","Eco"
"DQ992795","goose_Yunnan_3720_2005","HA","2.3.4","Domestic","Eco"
"DQ992796","goose_Yunnan_4129_2005","HA","2.3.4","Domestic","Eco"
"DQ992797","duck_Yunnan_4400_2005","HA","2.3.4","Domestic","Eco"
"DQ992798","goose_Yunnan_4494_2005","HA","2.3.4","Domestic","Eco"
"DQ992799","duck_Yunnan_4589_2005","HA","2.3.4","Domestic","Eco"
"DQ992800","goose_Yunnan_4804_2005","HA","2.3.4","Domestic","Eco"
"DQ992803","duck_Yunnan_5251_2005","HA","2.3.4","Domestic","Eco"
"DQ992807","duck_Yunnan_5877_2005","HA","2.3.4","Domestic","Eco"
"DQ992808","goose_Yunnan_6027_2005","HA","2.3.4","Domestic","Eco"
"DQ992811","goose_Yunnan_6368_2005","HA","2.3.4","Domestic","Eco"
"DQ992812","duck_Yunnan_6607_2005","HA","2.3.4","Domestic","Eco"
